atm_id,bank,operator,latitude,longitude,address,city,district,state,is_24x7,source
OSM-NODE-9879136273,Axis Bank,Axis Bank,28.472476,77.08936,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-9948372686,ICICI Bank,ICICI Bank,28.468549,77.033764,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-10816636701,HDFC Bank,HDFC Bank,28.476103,77.093318,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-10876296335,Axis Bank,Axis Bank,28.424833,77.068395,"G5;G6, Sector 51",Gurugram,Gurugram,Haryana,False,OpenStreetMap
OSM-NODE-10911354429,State Bank of India,State Bank of India,28.458899,77.072902,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-10924011401,HDFC Bank,HDFC Bank,28.424828,77.068668,"G-01;F-01, Ocus Quantum",Gurugram,Gurugram,Haryana,False,OpenStreetMap
OSM-NODE-10924013202,IndusInd Bank,IndusInd Bank,28.42479,77.068599,unknown,Gurugram,Gurugram,Haryana,False,OpenStreetMap
OSM-NODE-10951960291,Axis Bank,Axis Bank,28.395188,77.031433,unknown,Gurugram,Gurgaon,Haryana,unknown,OpenStreetMap
OSM-NODE-10951960304,State Bank of India,State Bank of India,28.395056,77.031434,unknown,Gurugram,Gurgaon,Haryana,unknown,OpenStreetMap
OSM-NODE-10951988905,IndusInd Bank,IndusInd Bank,28.395141,77.031435,unknown,Gurugram,Gurgaon,Haryana,unknown,OpenStreetMap
OSM-NODE-11037384816,AU Small Finance Bank,AU Small Finance Bank,28.44365,77.100698,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11037504489,Axis Bank,Axis Bank,28.467046,77.082368,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11037529618,Kotak Mahindra Bank,Kotak Mahindra Bank,28.467034,77.082276,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11273940037,HDFC atm,unknown,28.413068,77.055249,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11273950020,State Bank of India,State Bank of India,28.412705,77.055359,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11273951303,Yes Bank,Yes Bank,28.412844,77.055236,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11634093111,IndusInd Bank,IndusInd Bank,28.411899,77.048653,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11688160165,ICICI Bank,ICICI Bank,28.514561,77.106645,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-11688160172,Axis Bank ATM,Axis Bank ATM,28.516043,77.107804,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097589,Punjab National Bank,Punjab National Bank,28.451295,77.081818,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097593,Bank of Baroda,Bank of Baroda,28.450779,77.081713,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-11929097594,Axis Bank,Axis Bank,28.451144,77.081916,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-11929097595,Punjab National Bank,Punjab National Bank,28.451272,77.081871,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-11929097596,HDFC Bank,HDFC Bank Limited,28.451263,77.081741,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097597,ICICI Bank,ICICI Bank Limited,28.451022,77.081584,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097598,Kotak Mahindra Bank,Kotak Mahindra Bank Limited,28.450993,77.08156,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097623,Bank of Baroda,Bank of Baroda,28.45083,77.081745,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097624,Axis Bank,Axis Bank,28.4511,77.081959,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11929097641,ICICI Bank,ICICI Bank,28.451065,77.081606,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-11930060341,Axis Bank,Axis Bank Limited,28.478679,77.071332,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-11930060342,RBL Bank,RBL Bank Limited,28.47857,77.071209,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-12091557061,State Bank of India,State Bank of India,28.459213,77.072763,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-12091626142,Axis Bank Limited,Axis Bank Limited,28.460412,77.079346,"-, Sushant Shopping Arcade, Sushant Lok 1",Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-12810731411,ICICI Bank,ICICI Bank,28.449113,77.056519,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-13073917050,ICICI Bank,ICICI Bank,28.424827,77.068555,"G-02, Ocus Quantum",Gurugram,Gurugram,Haryana,False,OpenStreetMap
OSM-NODE-13175452498,HDFC Bank,HDFC Bank,28.476079,77.093261,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-13243334786,SBI,SBI,28.480303,77.092794,unknown,Gurugram,Gurugram,Haryana,True,OpenStreetMap
OSM-NODE-13246051184,Kotak Mahindra Bank,Kotak Mahindra Bank,28.493438,77.092174,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-13246708704,Kotak Mahindra Bank,Kotak Mahindra Bank,28.459687,77.095452,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-13246708705,IDBI Bank,IDBI Bank,28.459624,77.095452,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-13584134282,Bank of Maharashtra,Bank of Maharashtra,28.42483,77.068477,"G-3;G-4, Ocus Quantum",Gurugram,Gurugram,Haryana,False,OpenStreetMap
OSM-NODE-13974268620,Utkarsh Small Finance Bank,Utkarsh Small Finance Bank,28.417725,77.056234,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-13996916126,State Bank of India,State Bank of India,28.426846,77.058425,"GF-47,48,49,50",Gurugram,Gurugram,Haryana,False,OpenStreetMap
OSM-NODE-14112503092,State Bank of India,State Bank of India,28.465433,77.07428,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-14112503097,State Bank of India,State Bank of India,28.468297,77.074438,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-14112503098,HDFC Bank,HDFC Bank,28.46833,77.074434,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-14112525867,HDFC Bank,HDFC Bank,28.426893,77.056968,unknown,Gurugram,Gurugram,Haryana,unknown,OpenStreetMap
OSM-NODE-3401885126,unknown,unknown,28.433648,77.322545,unknown,Faridabad,Faridabad,Haryana,unknown,OpenStreetMap
OSM-NODE-3401911750,unknown,unknown,28.433314,77.321382,unknown,Faridabad,Faridabad,Haryana,unknown,OpenStreetMap
OSM-NODE-5137714321,SBI Bank,SBI Bank,28.357136,77.293564,unknown,Faridabad,Faridabad,Haryana,True,OpenStreetMap
OSM-NODE-5139611721,HDFC Bank,HDFC Bank,28.358599,77.293553,unknown,Faridabad,Faridabad,Haryana,True,OpenStreetMap
OSM-NODE-10901565338,PnB,PnB,28.415246,77.352749,unknown,Faridabad,Faridabad,Haryana,unknown,OpenStreetMap
OSM-NODE-11696680075,Kotak Mahindra Bank ATM,Kotak Mahindra Bank ATM,28.469746,77.307198,unknown,Faridabad,Faridabad,Haryana,unknown,OpenStreetMap
OSM-NODE-4385547591,unknown,unknown,28.613535,77.218433,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-4713325589,State Bank of India,State Bank of India,28.624646,77.205376,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-5338583878,State Bank,State Bank,28.62483,77.202973,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-5338584664,Bank of Baroda,Bank of Baroda,28.624911,77.201087,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-5345521629,Union Bank of India,Union Bank of India,28.621541,77.219259,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-5345531970,Axis Bank,Axis Bank,28.623646,77.219395,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-6385537596,State Bank of India,State Bank of India,28.610774,77.214274,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-6385537606,Canara Bank,Canara Bank,28.619899,77.210606,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-6470072750,UCO Bank,UCO Bank,28.622967,77.211944,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-6470184614,unknown,unknown,28.61756,77.212551,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-6470184617,State Bank of India,State Bank of India,28.604011,77.197675,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-6539240961,State Bank of India,State Bank of India,28.624808,77.219372,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-7265860000,State Bank of India,State Bank of India,28.61033,77.201061,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-10732829707,unknown,unknown,28.608173,77.217533,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-12586887172,Punjab National Bank,Punjab National Bank,28.623507,77.211871,unknown,New Delhi,New Delhi,Delhi,unknown,OpenStreetMap
OSM-NODE-13681529729,Central Bank of India,Central Bank of India,28.617392,77.213635,unknown,New Delhi,New Delhi,Delhi,True,OpenStreetMap
OSM-NODE-9565139144,State Bank of India,State Bank of India,28.535525,77.396798,unknown,Noida,Gautam Buddha Nagar,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-2619650159,State Bank of India,unknown,28.69152,77.447541,Sanjay Nagar,Ghaziabad,Ghaziabad,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-1287853287,ICICI Bank,ICICI Bank,28.995709,77.71517,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-1287889054,ICICI Bank,ICICI Bank,28.968031,77.728901,unknown,Meerut,Meerut,Uttar Pradesh,False,OpenStreetMap
OSM-NODE-9865467418,Bank of Baroda,Bank of Baroda,28.998217,77.700436,Abu Lane,Meerut,Meerut,Uttar Pradesh,False,OpenStreetMap
OSM-NODE-11145896688,Punjab National Bank,Punjab National Bank,28.988118,77.727118,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11245642370,State Bank of India,State Bank of India,28.994102,77.705912,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-11245642374,Punjab & Sind Bank,Punjab & Sind Bank,28.994721,77.705916,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11245642501,Bank of Baroda,Bank of Baroda,28.990029,77.705931,unknown,Meerut,Meerut,Uttar Pradesh,False,OpenStreetMap
OSM-NODE-11245642505,Bank of India,Bank of India,28.990201,77.705717,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11245796361,Karur Vysya Bank,Karur Vysya Bank,28.988421,77.705937,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11252182996,State Bank of India,State Bank of India,28.985873,77.68753,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-11252970331,State Bank of India,State Bank of India,28.989149,77.725476,unknown,Meerut,Meerut,Uttar Pradesh,False,OpenStreetMap
OSM-NODE-11266776847,Indian Bank,Indian Bank,28.987416,77.719396,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11266776854,Canara Bank,Canara Bank,28.988388,77.718624,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11268880617,Axis Bank,Axis Bank,28.974864,77.721495,unknown,Meerut,Meerut,Uttar Pradesh,False,OpenStreetMap
OSM-NODE-11277194953,Punjab National Bank,Punjab National Bank,28.996447,77.702669,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11505562450,Canara Bank,Canara Bank,28.998833,77.699854,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11505906188,Punjab National Bank,Punjab National Bank,28.993106,77.694802,Westend Road,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11505906210,ICICI Bank,ICICI Bank,28.989798,77.693195,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-11533769752,Punjab National Bank,Punjab National Bank,28.995124,77.698164,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11684293312,Axis Bank,Axis Bank,28.96323,77.729292,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11697359052,Axis Bank,Axis Bank,28.995658,77.714963,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11783297373,UCO Bank,UCO Bank,28.990747,77.714578,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11783297394,State Bank of India,State Bank of India,28.989497,77.712594,Western Kutchery Road,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11783297401,DCB Bank,unknown,28.986345,77.709417,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11783297423,IndusInd Bank,IndusInd Bank,28.987606,77.710253,Western Kutchery Road,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11783297435,HDFC Bank,HDFC Bank,28.987425,77.710025,Western Kutchery Road,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11799866330,UCO Bank,UCO Bank,28.991891,77.705914,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11835352543,Bank of Baroda,Bank of Baroda,28.981822,77.706781,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-11850671849,HDFC Bank,HDFC Bank,28.989399,77.728879,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-12059474398,Hitachi,Hitachi,28.997389,77.706086,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-12090075533,State Bank of India,State Bank of India,28.989145,77.725441,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-12090131849,Canara Bank,Canara Bank,28.988761,77.725499,Saket,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-12118147474,ICICI Bank,ICICI Bank,28.974095,77.720978,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-12118254820,Canara Bank,unknown,28.982267,77.702728,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-12132389332,Bank of Baroda,Bank of Baroda,28.969866,77.723302,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-12287578454,State Bank of India,State Bank of India,28.990843,77.706254,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-12347730457,State Bank of India,State Bank of India,28.973269,77.720483,unknown,Meerut,Meerut,Uttar Pradesh,True,OpenStreetMap
OSM-NODE-12598551909,Punjab National Bank,Punjab National Bank,28.986251,77.714199,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-13097856993,HDFC Bank,HDFC Bank,28.963237,77.72928,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-13319421383,Punjab National Bank,Punjab National Bank,28.987952,77.729761,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-13331567816,Bank of Baroda,Bank of Baroda,28.991552,77.711629,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-13338348638,Axis Bank,Axis Bank,28.974854,77.721484,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-13339716903,Axis Bank,Axis Bank,28.974827,77.72152,unknown,Meerut,Meerut,Uttar Pradesh,unknown,OpenStreetMap
OSM-NODE-1466911301,unknown,unknown,26.91634,75.807437,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-2690970389,Axis Bank,Axis Bank,26.902603,75.7926,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3677351613,Indian State Bank,unknown,26.917788,75.79984,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3677353029,Karnataka Bank,Karnataka Bank,26.91869,75.798565,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3677353030,ICICI Bank,ICICI Bank,26.918126,75.799674,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-3677355516,Indian Overseas Bank,Indian Overseas Bank,26.918326,75.799514,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3685074341,Indian Bank,Indian Bank,26.919414,75.798635,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3685076425,CSB Bank,CSB Bank,26.919574,75.79868,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3806491204,State Bank of India,State Bank of India,26.927086,75.795017,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3806705156,Allahabad Bank,Allahabad Bank,26.916095,75.810122,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3806705457,J&K Bank,unknown,26.916108,75.810215,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3840693081,State Bank of India,State Bank of India,26.902548,75.785376,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3842344275,Axis Bank,Axis Bank,26.916516,75.809316,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3842353310,Standard Chartered,Standard Chartered,26.916401,75.807356,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-3842353311,ICICI Bank,ICICI Bank,26.916361,75.807741,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-4703268090,State Bank of India,State Bank of India,26.9147,75.799699,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-4703287189,India Post ATM,India Post ATM,26.913919,75.799137,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-4703287289,IndusInd Bank ATM,IndusInd Bank ATM,26.914727,75.799727,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-4763765421,Bank of India,Bank of India,26.917357,75.79948,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-6633319187,State Bank of India,State Bank of India,26.929433,75.802908,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-6859993686,unknown,unknown,26.927585,75.79061,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-7006069585,State Bank of India,State Bank of India,26.925404,75.792815,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-7043371100,Central Bank of india ATM,Central Bank of india ATM,26.940978,75.777792,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-7048880050,State Bank of India,State Bank of India,26.917513,75.766608,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-8119003882,Punjab & Sindh Bank,Punjab & Sindh Bank,26.920947,75.795905,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-8120433447,Canara Bank,Canara Bank,26.898933,75.784078,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-12358211501,SBI,SBI,26.927532,75.793144,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-12361795418,SBI,SBI,26.927536,75.790818,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-12365225003,ICICI Bank,ICICI Bank,26.929714,75.802378,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-12369823003,ICICI Bank,ICICI Bank,26.920229,75.789625,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-13602800754,Kotak Mahindra Bank,Kotak Mahindra Bank,26.927791,75.797975,unknown,Jaipur,Jaipur,Rajasthan,unknown,OpenStreetMap
OSM-NODE-14159487967,Union Bank of India,Union Bank of India,26.918951,75.795628,unknown,Jaipur,Jaipur,Rajasthan,True,OpenStreetMap
OSM-NODE-1694918139,Saksham,Saksham,27.568877,76.613572,unknown,Alwar,Alwar,Rajasthan,unknown,OpenStreetMap
OSM-NODE-1694918180,ICICI Bank,Śaksham,27.568927,76.613588,unknown,Alwar,Alwar,Rajasthan,unknown,OpenStreetMap
