complaint_id,city,complaint_latitude,complaint_longitude,actual_zone,predicted_zone,prediction_confidence,prob_zone_07,prob_zone_08,is_correct
CT000458,Gurugram,28.475380003228874,77.0142244687499,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT012113,New Delhi,28.630220448476877,77.2098420723616,Zone_07,Zone_08,0.626,0.3738,0.626,False
CT011880,New Delhi,28.614512825009,77.2227071504749,Zone_08,Zone_08,0.7436,0.2563,0.7436,True
CT012505,Faridabad,28.47610833612153,77.2075853085217,Zone_07,Zone_07,0.7368,0.7368,0.2632,True
CT019292,Ghaziabad,28.6573407366071,77.45889826647883,Zone_07,Zone_07,0.9814,0.9814,0.0004,True
CT010878,Gurugram,28.482457337568377,77.02165037686461,Zone_08,Zone_08,0.9975,0.0025,0.9975,True
CT012832,Faridabad,28.44551269837717,77.24345602157435,Zone_07,Zone_07,0.887,0.887,0.113,True
CT017977,New Delhi,28.62292161010769,77.24185616530413,Zone_08,Zone_08,0.6967,0.3031,0.6967,True
CT011526,Noida,28.56282212932015,77.38585034465349,Zone_07,Zone_07,0.9961,0.9961,0.0034,True
CT003105,New Delhi,28.59403062832596,77.2374840571878,Zone_08,Zone_08,0.6352,0.3643,0.6352,True
CT001477,Gurugram,28.49782034643377,77.00902464570527,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT010379,Faridabad,28.44514175020474,77.2796605672225,Zone_07,Zone_07,0.85,0.85,0.15,True
CT019769,Noida,28.53310481660253,77.36413412627124,Zone_07,Zone_07,0.9721,0.9721,0.0279,True
CT003337,Faridabad,28.413681836544693,77.22913952300989,Zone_07,Zone_07,0.7548,0.7548,0.2451,True
CT000844,Gurugram,28.446283694558357,77.01963093987382,Zone_08,Zone_08,0.9949,0.0051,0.9949,True
CT009092,Faridabad,28.4176588711909,77.30327967517428,Zone_07,Zone_07,0.8821,0.8821,0.1178,True
CT018309,Gurugram,28.417118134856494,76.98756351432422,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT005936,Faridabad,28.39620501236892,77.33903813176585,Zone_07,Zone_07,0.8833,0.8833,0.1166,True
CT011298,Ghaziabad,28.615143307750465,77.47963357481756,Zone_07,Zone_07,0.9518,0.9518,0.0039,True
CT003670,Faridabad,28.381321193531456,77.3077860711893,Zone_08,Zone_07,0.8489,0.8489,0.151,False
CT009721,New Delhi,28.651740563571053,77.23317415380508,Zone_08,Zone_08,0.6619,0.3381,0.6619,True
CT006709,New Delhi,28.654246894537355,77.20844412552097,Zone_07,Zone_08,0.6343,0.3656,0.6343,False
CT014477,Gurugram,28.459003745081144,77.03106182747827,Zone_08,Zone_08,0.9865,0.0118,0.9865,True
CT006589,Ghaziabad,28.59237034353007,77.35381756372608,Zone_07,Zone_07,0.8701,0.8701,0.0116,True
CT014074,Faridabad,28.434407041425057,77.336500915659,Zone_07,Zone_07,0.8307,0.8307,0.1693,True
CT013445,Gurugram,28.512426236891727,77.00119830526901,Zone_08,Zone_08,0.9955,0.0031,0.9955,True
CT017387,Noida,28.544335330390638,77.38260498170301,Zone_07,Zone_07,0.9864,0.9864,0.0136,True
CT003559,New Delhi,28.625353398234108,77.19443935290157,Zone_08,Zone_08,0.6672,0.3326,0.6672,True
CT000203,Faridabad,28.4204495399162,77.34150785611044,Zone_07,Zone_07,0.8328,0.8328,0.1671,True
CT019211,Noida,28.561458073813185,77.4315742527917,Zone_07,Zone_07,0.9983,0.9983,0.0016,True
CT015768,Ghaziabad,28.667312624295448,77.48139688735432,Zone_07,Zone_07,0.9705,0.9705,0.0,True
CT014520,New Delhi,28.607817406050007,77.19201906087753,Zone_08,Zone_08,0.6751,0.3248,0.6751,True
CT003684,Gurugram,28.51341502593742,77.01512784800443,Zone_08,Zone_08,0.9877,0.0123,0.9877,True
CT016558,Faridabad,28.41959274023345,77.36565138890774,Zone_07,Zone_07,0.8476,0.8476,0.1506,True
CT014901,Ghaziabad,28.686986624264517,77.4654883130354,Zone_07,Zone_07,0.9084,0.9084,0.0,True
CT003830,New Delhi,28.60912119677993,77.20220440128729,Zone_08,Zone_08,0.6061,0.3938,0.6061,True
CT010350,Ghaziabad,28.683286581466525,77.49650293864569,Zone_07,Zone_07,0.9733,0.9733,0.0,True
CT018832,Noida,28.551846231800194,77.40212340262917,Zone_07,Zone_07,0.9967,0.9967,0.0033,True
CT005942,New Delhi,28.607415761057123,77.14163529232474,Zone_08,Zone_08,0.6588,0.3402,0.6588,True
CT011365,New Delhi,28.621995851923003,77.16297832053107,Zone_07,Zone_08,0.7294,0.2704,0.7294,False
CT017114,Noida,28.54018896015241,77.43933092303972,Zone_07,Zone_07,0.9855,0.9855,0.0105,True
CT009868,Noida,28.522376195669956,77.46468319820877,Zone_07,Zone_07,0.9739,0.9739,0.0261,True
CT013585,Faridabad,28.42597679726412,77.26169660664064,Zone_07,Zone_07,0.8921,0.8921,0.1041,True
CT018172,Noida,28.576938992740097,77.4831177381279,Zone_07,Zone_07,0.9823,0.9823,0.0174,True
CT000506,Noida,28.54895643484269,77.43343230121103,Zone_07,Zone_07,0.9267,0.9267,0.0674,True
CT015332,New Delhi,28.663079355411856,77.24844790723779,Zone_07,Zone_08,0.6585,0.3414,0.6585,False
CT019599,Faridabad,28.431760588522355,77.3219303925678,Zone_08,Zone_07,0.8321,0.8321,0.1679,False
CT001538,Noida,28.516179166425733,77.40670693185506,Zone_07,Zone_07,0.9916,0.9916,0.0078,True
CT009763,New Delhi,28.59211998416543,77.18108328338386,Zone_08,Zone_08,0.6693,0.3306,0.6693,True
CT018723,Ghaziabad,28.6628662668834,77.4523110461854,Zone_07,Zone_07,0.9877,0.9877,0.0,True
CT002032,Faridabad,28.40584108126473,77.35389719215912,Zone_07,Zone_07,0.8864,0.8864,0.1136,True
CT003586,Noida,28.553885935952096,77.36631228305058,Zone_07,Zone_07,0.9915,0.9915,0.0073,True
CT018857,Faridabad,28.37110063892568,77.35798709544656,Zone_07,Zone_07,0.7831,0.7831,0.2169,True
CT012590,Noida,28.53818997950357,77.3305851655412,Zone_07,Zone_07,0.9936,0.9936,0.0061,True
CT018040,Faridabad,28.40211009952044,77.36748446219583,Zone_07,Zone_07,0.8495,0.8495,0.1505,True
CT001175,Faridabad,28.42004375004736,77.28370998389815,Zone_07,Zone_07,0.8875,0.8875,0.1026,True
CT016173,Gurugram,28.465927624417137,76.95513371214867,Zone_08,Zone_08,0.999,0.001,0.999,True
CT002894,New Delhi,28.53508256523867,77.24730922415361,Zone_07,Zone_08,0.7547,0.2453,0.7547,False
CT006766,New Delhi,28.623304089431382,77.25645164313347,Zone_08,Zone_08,0.7201,0.2798,0.7201,True
CT003124,Gurugram,28.479974686924624,77.03717911102855,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT007754,Ghaziabad,28.648579784592894,77.42304601898654,Zone_07,Zone_07,0.9821,0.9821,0.0,True
CT015637,New Delhi,28.64291958045704,77.13927429312223,Zone_08,Zone_08,0.644,0.3558,0.644,True
CT019802,New Delhi,28.600204513480552,77.23273362961417,Zone_08,Zone_08,0.6722,0.3275,0.6722,True
CT011523,Ghaziabad,28.68655729661629,77.46516700338141,Zone_07,Zone_07,0.9793,0.9793,0.005,True
CT009105,New Delhi,28.608443508409064,77.17746276248657,Zone_07,Zone_08,0.6549,0.345,0.6549,False
CT012441,Ghaziabad,28.67354965054256,77.52297761536197,Zone_07,Zone_07,0.9886,0.9886,0.0,True
CT011158,Ghaziabad,28.63456910821716,77.50270201337145,Zone_07,Zone_07,0.8689,0.8689,0.0,True
CT012167,Gurugram,28.41060484283945,77.0471720925648,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT008914,Gurugram,28.506562405039222,76.94730387654205,Zone_08,Zone_08,0.9927,0.0073,0.9927,True
CT014438,New Delhi,28.579789658491013,77.26012502826993,Zone_08,Zone_08,0.5812,0.4187,0.5812,True
CT006585,Gurugram,28.44779832862205,77.07827247490822,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT009786,New Delhi,28.66198014823011,77.2474781197559,Zone_08,Zone_08,0.7211,0.2788,0.7211,True
CT007010,Faridabad,28.430263153427664,77.37217365422187,Zone_07,Zone_07,0.8085,0.8085,0.1865,True
CT000935,Noida,28.505782699936308,77.43047930664139,Zone_07,Zone_07,0.9934,0.9934,0.0065,True
CT000672,Faridabad,28.34716795895912,77.34579186728298,Zone_07,Zone_07,0.8223,0.8223,0.1776,True
CT016209,New Delhi,28.578737846568327,77.20720563369153,Zone_07,Zone_08,0.7581,0.2402,0.7581,False
CT014280,Gurugram,28.48396525721888,77.01698269526953,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT011090,New Delhi,28.583769097975395,77.19605269515121,Zone_08,Zone_08,0.584,0.4159,0.584,True
CT009745,Noida,28.51117379046068,77.42530371378076,Zone_07,Zone_07,0.9677,0.9677,0.0323,True
CT000880,New Delhi,28.624698929581687,77.23835826189118,Zone_07,Zone_08,0.6673,0.3325,0.6673,False
CT000492,New Delhi,28.67308493208772,77.19765761039244,Zone_07,Zone_08,0.5219,0.4768,0.5219,False
CT002636,Gurugram,28.480338968776092,76.99905357982269,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT000983,Noida,28.600417312654056,77.31751460582008,Zone_07,Zone_07,0.996,0.996,0.0027,True
CT003560,Faridabad,28.377621647560748,77.33977383861387,Zone_08,Zone_07,0.8406,0.8406,0.1593,False
CT017795,New Delhi,28.581663144410296,77.2142330095952,Zone_08,Zone_08,0.6254,0.3746,0.6254,True
CT006943,Faridabad,28.429151533492817,77.32821289159583,Zone_07,Zone_07,0.7823,0.7823,0.2176,True
CT011767,New Delhi,28.564935472431724,77.31142561449101,Zone_07,Zone_08,0.5843,0.4128,0.5843,False
CT007834,New Delhi,28.61154760701393,77.19861360503471,Zone_07,Zone_08,0.7658,0.2341,0.7658,False
CT019612,Noida,28.55896787182956,77.47078968211441,Zone_07,Zone_07,0.9907,0.9907,0.0092,True
CT019244,Noida,28.55187802390403,77.39121755158627,Zone_07,Zone_07,0.9896,0.9896,0.0099,True
CT005770,Noida,28.55532761309288,77.41190735247179,Zone_07,Zone_07,0.9979,0.9979,0.002,True
CT006631,New Delhi,28.667532939324097,77.15564615978617,Zone_07,Zone_08,0.6528,0.3463,0.6528,False
CT012861,Faridabad,28.43287660138302,77.30152038995563,Zone_07,Zone_07,0.88,0.88,0.1199,True
CT009526,Faridabad,28.48243793734536,77.34751999392343,Zone_07,Zone_07,0.8135,0.8135,0.186,True
CT019690,Gurugram,28.482537098441245,77.01216233706747,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT003954,New Delhi,28.58171538574897,77.14989766613498,Zone_08,Zone_08,0.6668,0.3331,0.6668,True
CT003832,New Delhi,28.61993100815628,77.14848208059507,Zone_07,Zone_08,0.5723,0.4261,0.5723,False
CT008849,Noida,28.524780227882378,77.35562031931912,Zone_07,Zone_07,0.9898,0.9898,0.0089,True
CT018566,New Delhi,28.55879002385433,77.23470148416972,Zone_07,Zone_08,0.5382,0.4614,0.5382,False
CT007235,New Delhi,28.568298158129178,77.1417284536572,Zone_08,Zone_08,0.5735,0.4265,0.5735,True
CT010792,Noida,28.521377126300912,77.47569867326683,Zone_07,Zone_07,0.9708,0.9708,0.0292,True
CT016060,Gurugram,28.43673974803907,77.03150704466654,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT013929,New Delhi,28.63735662109845,77.1919126050183,Zone_07,Zone_08,0.5747,0.4252,0.5747,False
CT014966,New Delhi,28.57130252691516,77.24065357556174,Zone_08,Zone_08,0.6796,0.3204,0.6796,True
CT016335,Noida,28.550436201828614,77.38569322282318,Zone_07,Zone_07,0.9355,0.9355,0.0632,True
CT009391,New Delhi,28.536835986399375,77.19576896985323,Zone_08,Zone_08,0.6799,0.3201,0.6799,True
CT000080,Noida,28.56041758365937,77.43696870475831,Zone_07,Zone_07,0.9468,0.9468,0.0528,True
CT005513,Gurugram,28.42005601479837,77.00538195543197,Zone_08,Zone_08,1.0,0.0,1.0,True
CT014113,Gurugram,28.45601663471455,77.06285357072683,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT019500,Ghaziabad,28.71965026915423,77.47425650323027,Zone_07,Zone_07,0.9872,0.9872,0.0069,True
CT002248,New Delhi,28.62889036084897,77.2255260064137,Zone_08,Zone_08,0.5158,0.4841,0.5158,True
CT006715,New Delhi,28.638136757469,77.19455510681993,Zone_08,Zone_08,0.7264,0.2735,0.7264,True
CT009301,Noida,28.575978041384147,77.4255594813769,Zone_07,Zone_07,0.9967,0.9967,0.0031,True
CT008040,Ghaziabad,28.71592302520054,77.45127615603961,Zone_07,Zone_07,0.9585,0.9585,0.0002,True
CT017007,Noida,28.494842730607647,77.2723310372218,Zone_07,Zone_07,0.9729,0.9729,0.0271,True
CT016737,New Delhi,28.559363482148072,77.21552223641727,Zone_08,Zone_08,0.7346,0.2652,0.7346,True
CT000710,Gurugram,28.45967831771791,77.06244555424772,Zone_08,Zone_08,0.9933,0.0067,0.9933,True
CT004804,Gurugram,28.401570856713438,76.93452847418209,Zone_08,Zone_08,0.9966,0.0034,0.9966,True
CT015789,Gurugram,28.43505986744761,77.08914751221823,Zone_08,Zone_08,0.9996,0.0001,0.9996,True
CT003183,Gurugram,28.472726869505536,76.95038159508529,Zone_08,Zone_08,0.9966,0.0001,0.9966,True
CT004560,New Delhi,28.63207019432524,77.22147269433702,Zone_07,Zone_08,0.557,0.4424,0.557,False
CT013311,Faridabad,28.39719565386481,77.20986200268817,Zone_07,Zone_07,0.8524,0.8524,0.1475,True
CT015337,New Delhi,28.570948396493563,77.15218955127312,Zone_08,Zone_08,0.5976,0.3963,0.5976,True
CT003326,Ghaziabad,28.71491445655648,77.51215762355453,Zone_07,Zone_07,0.9497,0.9497,0.0,True
CT008840,New Delhi,28.58924892101245,77.29987447030527,Zone_08,Zone_08,0.7401,0.2589,0.7401,True
CT012215,Gurugram,28.51438881992613,77.00971626872882,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT018999,New Delhi,28.65459412837214,77.25880086858336,Zone_07,Zone_08,0.7473,0.2526,0.7473,False
CT011398,New Delhi,28.601279308387785,77.28120579468415,Zone_08,Zone_08,0.6773,0.3226,0.6773,True
CT012567,Gurugram,28.470001125495163,77.07296233884853,Zone_08,Zone_08,0.9966,0.0034,0.9966,True
CT018106,New Delhi,28.542698554227357,77.18218641480134,Zone_07,Zone_08,0.5654,0.4345,0.5654,False
CT011405,New Delhi,28.58956479620375,77.20845534510156,Zone_08,Zone_08,0.5997,0.4,0.5997,True
CT010998,Noida,28.54708779830028,77.39823726339796,Zone_07,Zone_07,0.9909,0.9909,0.0051,True
CT010466,Ghaziabad,28.694345909733524,77.48940475796655,Zone_07,Zone_07,0.9624,0.9624,0.0008,True
CT006967,Faridabad,28.44764833125791,77.3304126054341,Zone_07,Zone_07,0.8358,0.8358,0.1642,True
CT019366,Ghaziabad,28.637664421418155,77.53074685277478,Zone_07,Zone_07,0.9694,0.9694,0.0,True
CT018199,Ghaziabad,28.68349128436057,77.47442519463186,Zone_07,Zone_07,0.9852,0.9852,0.0104,True
CT000149,Gurugram,28.47802782784235,76.96716705623311,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT015467,Ghaziabad,28.691551911986224,77.5549820262799,Zone_07,Zone_07,0.9822,0.9822,0.0,True
CT010625,Gurugram,28.46724562189212,76.9861627983343,Zone_08,Zone_08,0.9972,0.0028,0.9972,True
CT008775,New Delhi,28.700683544832888,77.17595943282977,Zone_08,Zone_08,0.5926,0.4074,0.5926,True
CT018217,New Delhi,28.58957498416559,77.13340240118836,Zone_08,Zone_08,0.7386,0.2613,0.7386,True
CT004556,Noida,28.54474996004485,77.39577172843205,Zone_07,Zone_07,0.9799,0.9799,0.0198,True
CT018715,New Delhi,28.691990734665204,77.24563650882891,Zone_07,Zone_07,0.532,0.532,0.4663,True
CT002345,New Delhi,28.614047076346328,77.29426614829268,Zone_08,Zone_08,0.6477,0.3522,0.6477,True
CT002196,Noida,28.53421631419195,77.40262239742633,Zone_08,Zone_07,0.9899,0.9899,0.01,False
CT005233,Gurugram,28.48139205094816,77.08525679919069,Zone_08,Zone_08,0.9899,0.0084,0.9899,True
CT008826,Ghaziabad,28.602028122197208,77.45154939639346,Zone_07,Zone_07,0.9345,0.9345,0.0083,True
CT018546,New Delhi,28.66976133895078,77.14814742551988,Zone_07,Zone_08,0.6854,0.3146,0.6854,False
CT012711,New Delhi,28.62548688758503,77.27379667123941,Zone_07,Zone_08,0.6469,0.3522,0.6469,False
CT012856,New Delhi,28.59784987755684,77.1998765502436,Zone_07,Zone_08,0.669,0.3309,0.669,False
CT012617,Faridabad,28.36459297960752,77.25338382287993,Zone_07,Zone_07,0.8553,0.8553,0.1446,True
CT015792,Ghaziabad,28.651069478640917,77.50357264001381,Zone_07,Zone_07,0.9881,0.9881,0.0008,True
CT001932,New Delhi,28.674181673257326,77.12717574124623,Zone_08,Zone_08,0.6868,0.313,0.6868,True
CT007076,Gurugram,28.425886699550023,77.03211375001102,Zone_08,Zone_08,0.9879,0.0103,0.9879,True
CT013335,Gurugram,28.46722822778502,77.09361819188572,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT011875,Faridabad,28.40323406850331,77.30380124916404,Zone_07,Zone_07,0.8823,0.8823,0.1176,True
CT015782,New Delhi,28.648872543208707,77.22811841943859,Zone_07,Zone_08,0.7294,0.2706,0.7294,False
CT005171,New Delhi,28.579470176390764,77.22516461987888,Zone_08,Zone_08,0.6376,0.3624,0.6376,True
CT010826,New Delhi,28.61757500724642,77.22291758677375,Zone_08,Zone_08,0.7524,0.2475,0.7524,True
CT009804,New Delhi,28.66138791476974,77.2643186188014,Zone_07,Zone_08,0.6685,0.3314,0.6685,False
CT018108,Gurugram,28.469838029254458,77.04948072948639,Zone_08,Zone_08,0.99,0.01,0.99,True
CT005918,Noida,28.541965482062583,77.4386759903213,Zone_07,Zone_07,0.9891,0.9891,0.0108,True
CT001461,Noida,28.60514093352544,77.4101560986309,Zone_07,Zone_07,0.9804,0.9804,0.0195,True
CT018162,Noida,28.533305902066655,77.31892522538047,Zone_07,Zone_07,0.9866,0.9866,0.0134,True
CT007729,New Delhi,28.622654934291585,77.16402991203056,Zone_08,Zone_08,0.7431,0.2565,0.7431,True
CT002293,New Delhi,28.61557838635623,77.21975105716676,Zone_08,Zone_08,0.7076,0.2923,0.7076,True
CT015518,Faridabad,28.393201413032116,77.3486761135369,Zone_07,Zone_07,0.7558,0.7558,0.2442,True
CT007854,Gurugram,28.54606976279235,76.9802197043157,Zone_08,Zone_08,0.9891,0.0059,0.9891,True
CT019179,Noida,28.53232710592532,77.4314123767682,Zone_07,Zone_07,0.9943,0.9943,0.0056,True
CT002430,Noida,28.53644537785552,77.41920262212432,Zone_07,Zone_07,0.9961,0.9961,0.0026,True
CT016836,Gurugram,28.442144414701616,76.98286475870921,Zone_08,Zone_08,1.0,0.0,1.0,True
CT011234,Ghaziabad,28.64027098317539,77.53099960586616,Zone_07,Zone_07,0.9897,0.9897,0.0004,True
CT014200,New Delhi,28.62172837373285,77.26150244613075,Zone_08,Zone_08,0.5892,0.41,0.5892,True
CT016862,Ghaziabad,28.705138917027384,77.51291896820491,Zone_07,Zone_07,0.9859,0.9859,0.0,True
CT010787,New Delhi,28.563527437312185,77.18348729743565,Zone_08,Zone_08,0.6359,0.364,0.6359,True
CT018266,New Delhi,28.592490091288763,77.14516483458286,Zone_08,Zone_08,0.6416,0.3461,0.6416,True
CT014475,Gurugram,28.50359966655013,77.03510939564184,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT005617,Gurugram,28.464501482085165,77.03175110832028,Zone_08,Zone_08,0.9949,0.0051,0.9949,True
CT017041,Gurugram,28.45283278271621,77.01857008682408,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT005251,Gurugram,28.467507095918968,76.99715564063266,Zone_08,Zone_08,0.955,0.0432,0.955,True
CT007167,New Delhi,28.593688375118045,77.20466804850355,Zone_07,Zone_08,0.6186,0.3798,0.6186,False
CT010911,New Delhi,28.64935219197719,77.22947836265055,Zone_07,Zone_08,0.6769,0.323,0.6769,False
CT010893,Ghaziabad,28.676430736038256,77.36080315906626,Zone_07,Zone_07,0.92,0.92,0.0011,True
CT007509,New Delhi,28.66729858749694,77.23479055799953,Zone_08,Zone_08,0.6617,0.3382,0.6617,True
CT019596,Ghaziabad,28.67579258973877,77.35894131264996,Zone_07,Zone_07,0.9861,0.9861,0.0012,True
CT000648,Faridabad,28.44381901004992,77.33037125548852,Zone_07,Zone_07,0.7703,0.7703,0.2281,True
CT006691,Gurugram,28.431716674381004,77.03150226517556,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT004302,New Delhi,28.59666950879158,77.21155738091035,Zone_08,Zone_08,0.6498,0.3492,0.6498,True
CT007675,Gurugram,28.4611644612635,77.07163321029947,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT002016,Faridabad,28.364671933793428,77.37572501321412,Zone_07,Zone_07,0.8088,0.8088,0.1912,True
CT010884,Ghaziabad,28.652864303215463,77.40038222291274,Zone_07,Zone_07,0.9449,0.9449,0.0061,True
CT018354,Gurugram,28.45434787115909,77.02537026235393,Zone_08,Zone_08,0.9977,0.0023,0.9977,True
CT000274,New Delhi,28.644413549208856,77.22644215917083,Zone_08,Zone_08,0.7463,0.2536,0.7463,True
CT000834,New Delhi,28.600821591867053,77.22640839779828,Zone_07,Zone_07,0.5305,0.5305,0.469,True
CT013441,Noida,28.551721264291395,77.3871823589826,Zone_07,Zone_07,0.9959,0.9959,0.004,True
CT008528,New Delhi,28.664376548180293,77.22752930011279,Zone_08,Zone_08,0.7463,0.2535,0.7463,True
CT002089,New Delhi,28.65789487970052,77.22489996015474,Zone_08,Zone_08,0.6351,0.3648,0.6351,True
CT017079,Ghaziabad,28.6751482309823,77.41028994629009,Zone_07,Zone_07,0.9647,0.9647,0.0006,True
CT013141,New Delhi,28.598630248330696,77.17923103660685,Zone_08,Zone_08,0.6379,0.3621,0.6379,True
CT015863,Gurugram,28.44509464778761,77.04526699941133,Zone_08,Zone_08,0.9952,0.0048,0.9952,True
CT000004,New Delhi,28.5703235883404,77.19733941264383,Zone_07,Zone_08,0.6274,0.3726,0.6274,False
CT014671,Gurugram,28.42003252938199,76.9638504696797,Zone_08,Zone_08,0.9992,0.0001,0.9992,True
CT008997,Ghaziabad,28.644874837089727,77.3972247859735,Zone_07,Zone_07,0.9697,0.9697,0.0,True
CT009484,New Delhi,28.661426826930832,77.21756893395134,Zone_07,Zone_08,0.5807,0.4191,0.5807,False
CT007594,Noida,28.52073201492491,77.40135006032865,Zone_07,Zone_07,0.9958,0.9958,0.0042,True
CT006946,Noida,28.434987952017305,77.42603616094532,Zone_07,Zone_07,0.972,0.972,0.028,True
CT016590,Faridabad,28.420209740714554,77.27487645247918,Zone_07,Zone_07,0.7088,0.7088,0.2912,True
CT009197,Faridabad,28.38144582468257,77.27940101312223,Zone_07,Zone_07,0.8176,0.8176,0.1824,True
CT000365,New Delhi,28.613272230821725,77.2190693510228,Zone_07,Zone_08,0.6562,0.3437,0.6562,False
CT009009,New Delhi,28.55958183864796,77.24401271710708,Zone_07,Zone_08,0.7237,0.2762,0.7237,False
CT016579,Gurugram,28.42612456129804,77.06822859853733,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT018620,Noida,28.542291155054613,77.34021637455547,Zone_07,Zone_07,0.9738,0.9738,0.0262,True
CT005821,New Delhi,28.585756461103987,77.2225941505088,Zone_07,Zone_08,0.7119,0.288,0.7119,False
CT019570,Ghaziabad,28.70828914200221,77.5067817491952,Zone_07,Zone_07,0.9801,0.9801,0.0,True
CT011046,Noida,28.500429138114743,77.42199170944058,Zone_07,Zone_07,0.9941,0.9941,0.0054,True
CT003683,Gurugram,28.450231942867603,77.06826826756061,Zone_08,Zone_08,0.9946,0.0037,0.9946,True
CT010246,Noida,28.53173849113156,77.38137725329157,Zone_07,Zone_07,0.9733,0.9733,0.0267,True
CT002626,Gurugram,28.49099610670797,76.99120480850327,Zone_08,Zone_08,0.9974,0.0026,0.9974,True
CT019623,Ghaziabad,28.61684754222756,77.45287522917202,Zone_07,Zone_07,0.9586,0.9586,0.0,True
CT000189,Noida,28.530285753487014,77.36561912392665,Zone_07,Zone_07,0.9922,0.9922,0.0077,True
CT009907,Faridabad,28.35090442877971,77.22236262928496,Zone_07,Zone_07,0.7961,0.7961,0.2038,True
CT018674,New Delhi,28.58660484437241,77.15389109738015,Zone_07,Zone_08,0.6422,0.3577,0.6422,False
CT004690,New Delhi,28.600583498586243,77.1977610269654,Zone_08,Zone_08,0.7011,0.2988,0.7011,True
CT002272,New Delhi,28.61998726708273,77.24262845103314,Zone_07,Zone_08,0.6308,0.3691,0.6308,False
CT002305,Gurugram,28.45632988667908,77.06336870405683,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT009591,New Delhi,28.65842715129251,77.13012570085851,Zone_08,Zone_08,0.7736,0.2263,0.7736,True
CT009766,Faridabad,28.407254582726512,77.3004361723641,Zone_08,Zone_07,0.8406,0.8406,0.1593,False
CT005435,New Delhi,28.62761096429413,77.2183654456404,Zone_08,Zone_08,0.5941,0.4058,0.5941,True
CT010919,Noida,28.57611409027161,77.42806972660803,Zone_07,Zone_07,0.9838,0.9838,0.0112,True
CT004113,Noida,28.545578843078804,77.46482037413733,Zone_07,Zone_07,0.9973,0.9973,0.0026,True
CT018095,Gurugram,28.43944108305619,76.95667543176542,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT002637,Gurugram,28.44588323196849,76.97449534812483,Zone_08,Zone_08,0.9825,0.0163,0.9825,True
CT019006,Noida,28.51886719753356,77.46353829392338,Zone_07,Zone_07,0.9645,0.9645,0.0352,True
CT006257,New Delhi,28.647731350943378,77.23360921145007,Zone_07,Zone_08,0.5244,0.4754,0.5244,False
CT000025,Noida,28.517998723743148,77.36832067045694,Zone_07,Zone_07,0.9905,0.9905,0.0095,True
CT009726,Noida,28.512602135649395,77.40997939902637,Zone_07,Zone_07,0.9501,0.9501,0.0495,True
CT004619,Gurugram,28.51098759060115,77.03954904175517,Zone_08,Zone_08,0.9998,0.0002,0.9998,True
CT019146,Ghaziabad,28.636956586480988,77.49964706286067,Zone_07,Zone_07,0.9816,0.9816,0.0,True
CT013218,New Delhi,28.620385600298096,77.21540823003298,Zone_08,Zone_08,0.6786,0.3204,0.6786,True
CT011718,New Delhi,28.61387095206691,77.17794087825682,Zone_07,Zone_08,0.6287,0.3712,0.6287,False
CT008071,Gurugram,28.416447714088125,76.99480529230215,Zone_08,Zone_08,0.9807,0.0176,0.9807,True
CT005631,Gurugram,28.437603863188592,77.03266853534709,Zone_08,Zone_08,0.9814,0.0169,0.9814,True
CT004129,Noida,28.552505488101712,77.39261964639378,Zone_07,Zone_07,0.9943,0.9943,0.0017,True
CT014583,Gurugram,28.49894932536672,77.03628189152445,Zone_08,Zone_08,0.9998,0.0002,0.9998,True
CT005670,Ghaziabad,28.678464094079285,77.47059660949417,Zone_07,Zone_07,0.9026,0.9026,0.0003,True
CT013563,Noida,28.540720976788645,77.37363788862781,Zone_07,Zone_07,0.9806,0.9806,0.0108,True
CT007661,Gurugram,28.434406667295267,76.98131720499637,Zone_08,Zone_08,0.9939,0.0061,0.9939,True
CT008984,Ghaziabad,28.65086216509329,77.53473537554329,Zone_07,Zone_07,0.9946,0.9946,0.0,True
CT018657,Ghaziabad,28.642995319658763,77.48097426397246,Zone_07,Zone_07,0.9862,0.9862,0.0079,True
CT017237,New Delhi,28.58887250562797,77.26175316978313,Zone_07,Zone_08,0.6816,0.3183,0.6816,False
