complaint_id,complaint_date,complaint_time,amount,bank,transaction_type,fraud_type,city,state,district,complaint_latitude,complaint_longitude,hour,day_of_week,day_name,is_weekend,is_night,amount_category,withdrawal_zone,synthetic_cashout_latitude,synthetic_cashout_longitude
CT001574,2026-05-07,21:08:04,19400.0,HDFC,Net Banking,Remote Access,Ghaziabad,Uttar Pradesh,Ghaziabad,28.62709061231824,77.43486911784196,21,3,Thursday,0,0,Medium,Zone_07,28.70836589510857,77.47318033490605
CT001575,2026-04-25,08:04:27,9100.0,Bank of Baroda,Debit Card,Phishing,Ludhiana,Punjab,Ludhiana,30.87567155968549,75.88925546571365,8,5,Saturday,1,0,Low,Zone_03,30.845016511559628,75.81096004104029
CT001576,2025-11-23,15:29:44,8900.0,HDFC,UPI,Account Takeover,Amritsar,Punjab,Amritsar,31.599321780931426,74.89515039356255,15,6,Sunday,1,0,Low,Zone_01,31.66729157275916,74.78394799025831
CT001577,2026-06-08,15:55:56,21000.0,Axis,UPI,Identity Theft,Noida,Uttar Pradesh,Noida,28.55615228382627,77.28897989912745,15,0,Monday,0,0,Medium,Zone_07,28.571549708096953,77.38350400583303
CT001578,2025-10-08,19:13:55,14400.0,Bank of Baroda,UPI,Card Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.661414769181278,77.47542893996331,19,2,Wednesday,0,0,Medium,Zone_07,28.68253939668507,77.42037165285141
CT001579,2026-03-04,14:04:14,14400.0,PNB,UPI,Account Takeover,Alwar,Rajasthan,Alwar,27.542696016007632,76.64244937097601,14,2,Wednesday,0,0,Medium,Zone_09,27.55931942584807,76.5838446492197
CT001580,2026-03-22,10:24:13,7900.0,SBI,UPI,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.68671287797955,77.39024353194874,10,6,Sunday,1,0,Low,Zone_07,28.7629437595961,77.35359753735577
CT001581,2026-04-18,10:35:42,6400.0,ICICI,Net Banking,Account Takeover,Ghaziabad,Uttar Pradesh,Ghaziabad,28.639681797654127,77.5366380809117,10,5,Saturday,1,0,Low,Zone_07,28.67956083762512,77.36936098889556
CT001582,2026-05-21,12:37:19,9800.0,Kotak Mahindra,IMPS,Account Takeover,Ambala,Haryana,Ambala,30.374046011383353,76.80859559168637,12,3,Thursday,0,0,Low,Zone_04,30.21959126302304,76.83437488859155
CT001583,2026-08-04,13:05:03,34800.0,Union Bank,UPI,Remote Access,Gurugram,Haryana,Gurugram,28.48949201241083,77.04318744461372,13,1,Tuesday,0,0,Medium,Zone_08,28.473096285571028,77.10445985915895
CT001584,2026-04-20,18:16:37,32000.0,Axis,IMPS,Account Takeover,Patiala,Punjab,Patiala,30.34548734331395,76.33917798749852,18,0,Monday,0,0,Medium,Zone_04,30.388516609323457,76.3157140493668
CT001585,2026-06-27,13:44:41,4100.0,SBI,Debit Card,UPI Fraud,New Delhi,Delhi,New Delhi,28.64485525655956,77.21557534487636,13,5,Saturday,1,0,Low,Zone_08,28.73399602273053,77.16848160795243
CT001586,2026-07-16,10:06:06,18000.0,ICICI,Net Banking,Identity Theft,Jaipur,Rajasthan,Jaipur,26.851330222121334,75.85569841980966,10,3,Thursday,0,0,Medium,Zone_10,26.862360120758073,75.74247761891856
CT001587,2026-03-06,08:56:54,10800.0,Axis,IMPS,Card Fraud,Ambala,Haryana,Ambala,30.385907409421765,76.83058502021454,8,4,Friday,0,0,Medium,Zone_04,30.340228310649504,76.81122210969819
CT001588,2025-12-25,18:09:42,99600.0,SBI,UPI,Card Fraud,Faridabad,Haryana,Faridabad,28.410917909278236,77.29100895977727,18,3,Thursday,0,0,High,Zone_07,28.469659771886228,77.2467360025849
CT001589,2026-06-07,07:46:01,9500.0,IndusInd,Debit Card,Loan Scam,Chandigarh,Chandigarh,Chandigarh,30.74924771941651,76.7789576321474,7,6,Sunday,1,0,Low,Zone_04,30.677288513164637,76.83407464032699
CT001590,2026-02-02,11:07:31,8200.0,Axis,UPI,SIM Swap,Ludhiana,Punjab,Ludhiana,30.85538981513578,75.94788321821741,11,0,Monday,0,0,Low,Zone_03,30.928778485486358,75.90988344503039
CT001591,2025-11-22,09:28:44,8800.0,ICICI,IMPS,Loan Scam,Amritsar,Punjab,Amritsar,31.61447629614461,74.83195486575202,9,5,Saturday,1,0,Low,Zone_01,31.571090010264918,74.8902923892948
CT001592,2026-05-03,06:30:58,53700.0,ICICI,UPI,Card Fraud,Jalandhar,Punjab,Jalandhar,31.284767515566333,75.63372345705892,6,6,Sunday,1,0,High,Zone_02,31.36881337754313,75.56940760149628
CT001593,2026-01-06,21:58:04,4000.0,SBI,Debit Card,UPI Fraud,Jaipur,Rajasthan,Jaipur,26.897034896250847,75.794664237547,21,1,Tuesday,0,0,Low,Zone_10,26.90344695357075,75.85905646254174
CT001594,2026-02-19,05:05:06,7100.0,Axis,UPI,Account Takeover,Gurugram,Haryana,,28.529967821250224,77.02777126180129,5,3,Thursday,0,1,Low,Zone_08,28.592017493851294,76.98882616203905
CT001595,2026-03-23,10:22:23,19100.0,Axis,UPI,Card Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.658270541819622,77.42849560360732,10,0,Monday,0,0,Medium,Zone_07,28.761414940183244,77.43453721283905
CT001596,2026-07-11,09:23:04,27000.0,ICICI,UPI,Remote Access,New Delhi,Delhi,New Delhi,28.579345171867935,77.19202013586604,9,5,Saturday,1,0,Medium,Zone_07,28.620890470340782,77.22663539527528
CT001597,2026-05-22,20:15:09,28800.0,PNB,Net Banking,UPI Fraud,Amritsar,Punjab,Amritsar,31.587531575802437,74.83564322500189,20,4,Friday,0,0,Medium,Zone_01,31.60216621980265,74.83535881145123
CT001598,2025-10-05,21:09:08,2500.0,ICICI,UPI,UPI Fraud,Amritsar,Punjab,Amritsar,31.605804556292433,74.92901464556464,21,6,Sunday,1,0,Low,Zone_01,31.700925569980143,74.92551833352456
CT001599,2025-11-09,16:24:36,9500.0,PNB,UPI,Account Takeover,Noida,Uttar Pradesh,Noida,28.52846730299694,77.36969611376642,16,6,Sunday,1,0,Low,Zone_07,28.493899449435517,77.30283021005206
CT001600,2026-07-09,18:59:30,26900.0,IndusInd,UPI,Card Fraud,Patiala,Punjab,Patiala,30.362757313657017,76.34990036737562,18,3,Thursday,0,0,Medium,Zone_04,30.349400901161427,76.35690876969097
CT001601,2026-09-02,20:36:30,8900.0,ICICI,UPI,Card Fraud,Meerut,Uttar Pradesh,Meerut,29.001669542511376,77.77671580909777,20,2,Wednesday,0,0,Low,Zone_06,28.955053041040046,77.68556337880248
CT001602,2026-07-24,11:51:35,6500.0,ICICI,UPI,Card Fraud,Ludhiana,Punjab,Ludhiana,30.92614095540565,75.86167768097091,11,4,Friday,0,0,Low,Zone_03,30.934658468283608,76.06459941300992
CT001603,2025-12-05,15:13:24,32500.0,IndusInd,Debit Card,Card Fraud,New Delhi,Delhi,New Delhi,28.652504627456942,77.16519553422643,15,4,Friday,0,0,Medium,Zone_08,28.540403998589785,77.08729987493454
CT001604,2026-06-13,00:47:25,48600.0,ICICI,ATM,Account Takeover,Noida,Uttar Pradesh,Noida,28.560128612255248,77.4276500955385,0,5,Saturday,1,1,Medium,Zone_07,28.596873502516445,77.37406178874592
CT001605,2025-11-06,10:58:19,11300.0,ICICI,NEFT,Phishing,Patiala,Punjab,Patiala,30.3706678807784,76.40662987278824,10,3,Thursday,0,0,Medium,Zone_04,30.322914093302956,76.3242734580658
CT001606,2026-04-19,15:42:36,13900.0,Kotak Mahindra,Debit Card,Phishing,Chandigarh,Chandigarh,Chandigarh,30.82447103690306,76.77281961433029,15,6,Sunday,1,0,Medium,Zone_04,30.743862207597985,76.73317307377987
CT001607,2026-01-19,12:31:14,8100.0,PNB,UPI,Phishing,Jaipur,Rajasthan,Jaipur,26.93068357456103,75.79536405985188,12,0,Monday,0,0,Low,Zone_10,26.8314368193865,75.71288749265355
CT001608,2025-12-29,08:56:49,34200.0,,Net Banking,UPI Fraud,Patiala,Punjab,Patiala,30.341799987944817,76.39790910679656,8,0,Monday,0,0,Medium,Zone_04,30.26377355487882,76.45409664655125
CT001609,2026-02-03,07:46:35,84300.0,Axis,UPI,UPI Fraud,Gurugram,Haryana,Gurugram,28.459755741142033,77.03003065595684,7,1,Tuesday,0,0,High,Zone_08,28.361237314412254,77.00661049800881
CT001610,2025-11-23,20:15:52,19400.0,Axis,IMPS,Loan Scam,Gurugram,Haryana,Gurugram,28.44458741904686,77.08897944750794,20,6,Sunday,1,0,Medium,Zone_08,28.512169866710646,77.07023594645518
CT001611,2026-09-07,19:15:49,16000.0,SBI,ATM,UPI Fraud,Patiala,Punjab,Patiala,30.309221259181015,76.37422634899532,19,0,Monday,0,0,Medium,Zone_04,30.418312433496737,76.24008934521446
CT001612,2026-08-22,19:55:09,16500.0,HDFC,UPI,Investment Scam,Noida,Uttar Pradesh,Noida,28.48265185870502,77.39092459062917,19,5,Saturday,1,0,Medium,Zone_07,28.685487323391612,77.30655186994021
CT001613,2026-08-25,18:00:21,19900.0,Axis,NEFT,UPI Fraud,Noida,Uttar Pradesh,Noida,28.629151220210503,77.42404211706275,18,1,Tuesday,0,0,Medium,Zone_07,28.55464965958669,77.29844271682634
CT001614,2026-09-30,09:27:25,2100.0,HDFC,ATM,SIM Swap,Panipat,Haryana,Panipat,29.364499668169515,76.94836778018822,9,2,Wednesday,0,0,Low,Zone_05,29.395010694799275,77.07383320973814
CT001615,2026-08-12,19:02:36,4300.0,ICICI,IMPS,Phishing,Ghaziabad,Uttar Pradesh,Ghaziabad,28.697928052374742,77.40147130991113,19,2,Wednesday,0,0,Low,Zone_07,28.663339717475115,77.53412603841642
CT001616,2025-11-30,16:06:06,57800.0,HDFC,ATM,Account Takeover,Amritsar,Punjab,Amritsar,31.637769895687498,74.80599895007559,16,6,Sunday,1,0,High,Zone_01,31.704297515204097,74.84267984185206
CT001617,2026-03-21,00:59:31,84100.0,SBI,ATM,Account Takeover,Jalandhar,Punjab,Jalandhar,31.323978771996952,75.50973512620519,0,5,Saturday,1,1,High,Zone_02,31.29166402954492,75.6154256569337
CT001618,2026-02-17,03:33:20,12700.0,Axis,UPI,Investment Scam,Faridabad,Haryana,Faridabad,28.420380102232475,77.26227520680666,3,1,Tuesday,0,1,Medium,Zone_08,28.476122217254858,77.18878402073587
CT001619,2025-10-04,10:45:39,9100.0,PNB,UPI,SIM Swap,Alwar,Rajasthan,Alwar,27.558091998768568,76.57916582732977,10,5,Saturday,1,0,Low,Zone_09,27.552830397554693,76.69271914040698
CT001620,2025-12-23,19:45:40,48100.0,ICICI,Net Banking,SIM Swap,Jalandhar,Punjab,Jalandhar,31.257338879728458,75.60176833956129,19,1,Tuesday,0,0,Medium,Zone_02,31.359677313053727,75.58452374068412
CT001621,2026-06-14,16:57:58,39700.0,Kotak Mahindra,UPI,Loan Scam,Amritsar,Punjab,Amritsar,31.64170429112007,74.78976138842523,16,6,Sunday,1,0,Medium,Zone_01,31.625938568653726,74.88300972267025
CT001622,2025-12-14,16:44:29,39400.0,SBI,ATM,UPI Fraud,Faridabad,Haryana,Faridabad,28.43448772520867,77.29373169144644,16,6,Sunday,1,0,Medium,Zone_07,28.331403286150383,77.3120413928491
CT001623,2026-05-07,23:56:28,6300.0,SBI,,Remote Access,Noida,Uttar Pradesh,Noida,28.559629904579904,77.45337660011099,23,3,Thursday,0,1,Low,Zone_07,28.601092814410375,77.46687374550447
CT001624,2026-06-14,14:24:04,4700.0,Canara Bank,Debit Card,Identity Theft,Ludhiana,Punjab,Ludhiana,30.869261854557237,75.82664126072002,14,6,Sunday,1,0,Low,Zone_03,30.836036066380046,75.87861735693618
CT001625,2025-10-02,14:04:49,5100.0,Canara Bank,UPI,Identity Theft,Panipat,Haryana,Panipat,29.413478343720666,77.03694652550585,14,3,Thursday,0,0,Low,Zone_05,29.369593240077236,76.969329823058
CT001626,2026-09-07,14:26:10,11700.0,ICICI,UPI,UPI Fraud,Noida,Uttar Pradesh,Noida,28.50416058837192,77.4453659569441,14,0,Monday,0,0,Medium,Zone_07,28.452623658890715,77.40378726646807
CT001627,2026-03-21,11:29:03,11400.0,ICICI,Debit Card,Investment Scam,Panipat,Haryana,Panipat,29.288397711815794,76.90652416903775,11,5,Saturday,1,0,Medium,Zone_05,29.339521704862992,76.92761933656354
CT001628,2026-02-23,10:40:37,24500.0,IndusInd,Net Banking,UPI Fraud,Amritsar,Punjab,Amritsar,31.571958426879398,74.84597143265763,10,0,Monday,0,0,Medium,Zone_01,31.678337231963194,74.83924785109181
CT001629,2025-10-06,05:44:39,47300.0,Axis,NEFT,SIM Swap,Amritsar,Punjab,Amritsar,31.57480741688927,74.86986898816674,5,0,Monday,0,1,Medium,Zone_01,31.679120090896177,74.8037730143009
CT001630,2026-08-03,11:21:10,6400.0,SBI,UPI,SIM Swap,Gurugram,Haryana,Gurugram,28.51656650873336,77.00763658487253,11,0,Monday,0,0,Low,Zone_08,28.425606771999973,77.0815531876702
CT001631,2026-08-23,07:15:48,36200.0,SBI,ATM,Account Takeover,Gurugram,Haryana,Gurugram,28.464118962229765,77.01718635797741,7,6,Sunday,1,0,Medium,Zone_08,28.530820430476208,77.08055149321156
CT001632,2026-08-16,08:49:44,46700.0,SBI,UPI,Card Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.608867169749313,77.47521837785716,8,6,Sunday,1,0,Medium,Zone_07,28.77917168663226,77.42815314157171
CT001633,2026-05-01,16:51:38,175000.0,,Debit Card,UPI Fraud,New Delhi,Delhi,New Delhi,28.64311516327055,77.2292593837073,16,4,Friday,0,0,High,Zone_08,28.614998051372694,77.10954338955091
CT001634,2026-06-09,10:24:49,20800.0,PNB,UPI,Card Fraud,New Delhi,Delhi,New Delhi,28.646717308601804,77.1248362543157,10,1,Tuesday,0,0,Medium,Zone_08,28.468350102695723,77.14209997599929
CT001635,2026-07-31,09:47:31,17900.0,HDFC,UPI,UPI Fraud,Jaipur,Rajasthan,Jaipur,26.93511283607759,75.80932195346213,9,4,Friday,0,0,Medium,Zone_10,26.904325039402433,75.67824034618314
CT001636,2026-07-12,15:12:18,14700.0,SBI,Debit Card,Card Fraud,Gurugram,Haryana,Gurugram,28.461861404274966,77.07731496748181,15,6,Sunday,1,0,Medium,Zone_08,28.47848456931216,77.0616100626784
CT001637,2026-03-30,00:37:58,20500.0,SBI,UPI,Account Takeover,Gurugram,Haryana,Gurugram,28.473105974780935,77.01539280081829,0,0,Monday,0,1,Medium,Zone_08,28.524252250819412,76.96089639072193
CT001638,2025-11-02,16:04:50,117000.0,Bank of Baroda,UPI,Phishing,Meerut,Uttar Pradesh,Meerut,28.953142733765997,77.66434449550617,16,6,Sunday,1,0,High,Zone_06,28.992081721956616,77.69211240346051
CT001639,2026-02-25,12:14:14,35900.0,IndusInd,IMPS,Phishing,Patiala,Punjab,Patiala,30.358141367247384,76.39115345604003,12,2,Wednesday,0,0,Medium,Zone_04,30.37523135087562,76.37117718968322
CT001640,2026-07-16,11:09:14,21300.0,Axis,IMPS,Remote Access,New Delhi,Delhi,New Delhi,28.617886515529545,77.28616375677106,11,3,Thursday,0,0,Medium,Zone_08,28.611286235419712,77.1664564834878
CT001641,2026-09-19,05:53:26,4300.0,Kotak Mahindra,Debit Card,UPI Fraud,Noida,Uttar Pradesh,Noida,28.466725683087823,77.46259000894938,5,5,Saturday,1,1,Low,Zone_07,28.624819805201614,77.36955796448788
CT001642,2025-11-24,10:34:51,25200.0,HDFC,UPI,Investment Scam,Ludhiana,Punjab,Ludhiana,30.87891468197156,75.91768502652205,10,0,Monday,0,0,Medium,Zone_03,30.910173501972228,75.84411262459322
CT001643,2026-08-08,19:09:00,7400.0,PNB,UPI,Card Fraud,Gurugram,Haryana,Gurugram,28.459295882633516,77.0548805677623,19,5,Saturday,1,0,Low,Zone_08,28.46054146722621,77.08312990198372
CT001644,2026-06-22,13:07:33,56800.0,ICICI,UPI,UPI Fraud,Amritsar,Punjab,Amritsar,31.57728173057202,74.84642513803462,13,0,Monday,0,0,High,Zone_01,31.58948693973131,74.96141563851621
CT001645,2026-02-11,17:07:58,14200.0,SBI,Net Banking,UPI Fraud,Amritsar,Punjab,Amritsar,31.622715810843747,74.8944221409651,17,2,Wednesday,0,0,Medium,Zone_01,31.567991676846827,74.78996438095373
CT001646,2026-09-14,20:23:06,3800.0,Axis,Net Banking,Investment Scam,Gurugram,Haryana,Gurugram,28.428155639886004,77.01776394551702,20,0,Monday,0,0,Low,Zone_08,28.410787104593176,76.97998288664006
CT001647,2025-10-18,20:01:30,5600.0,IndusInd,UPI,Account Takeover,Chandigarh,Chandigarh,Chandigarh,30.67128728708356,76.80577472336931,20,5,Saturday,1,0,Low,Zone_04,30.72047515521186,76.71260353663459
CT001648,2026-01-12,20:26:53,10000.0,SBI,ATM,Card Fraud,Noida,Uttar Pradesh,Noida,28.57623005074833,77.42623006094605,20,0,Monday,0,0,Low,Zone_07,28.588001289384188,77.39296417477169
CT001649,2025-10-30,08:53:40,16800.0,Axis,UPI,Loan Scam,Meerut,Uttar Pradesh,Meerut,28.998856622670477,77.68545759612034,8,3,Thursday,0,0,Medium,Zone_06,28.845386548959755,77.44799603152903
CT001650,2026-03-25,18:07:24,14000.0,IndusInd,Net Banking,Phishing,Noida,Uttar Pradesh,Noida,28.516771373592245,77.38661427201308,18,2,Wednesday,0,0,Medium,Zone_07,28.456249232923902,77.30390321296801
CT001651,2026-07-04,09:06:02,12400.0,Kotak Mahindra,UPI,Phishing,Patiala,Punjab,Patiala,30.37358161134644,76.38521412517699,9,5,Saturday,1,0,Medium,Zone_04,30.310592645850782,76.43590741258804
CT001652,2026-03-22,17:29:00,76600.0,Axis,Net Banking,Card Fraud,Chandigarh,Chandigarh,Chandigarh,30.787195640274454,76.74374490664523,17,6,Sunday,1,0,High,Zone_04,30.76229357656252,76.54381290845261
CT001653,2026-02-21,13:58:32,11400.0,SBI,Net Banking,Account Takeover,Patiala,Punjab,Patiala,30.301533647819646,76.32096753382685,13,5,Saturday,1,0,Medium,Zone_04,30.370473471778727,76.46369229343301
CT001654,2025-12-09,22:44:22,10000.0,IndusInd,UPI,Card Fraud,Ludhiana,Punjab,Ludhiana,30.94662447672839,75.91249832277207,22,1,Tuesday,0,1,Low,Zone_03,30.956068420739893,75.97358455949073
CT001655,2026-02-01,12:32:51,18300.0,SBI,IMPS,Card Fraud,Jaipur,Rajasthan,Jaipur,26.944052199858213,75.77855682653217,12,6,Sunday,1,0,Medium,Zone_10,26.84812647324549,75.78949577270748
CT001656,2025-10-07,20:41:25,12600.0,HDFC,IMPS,Loan Scam,Gurugram,Haryana,Gurugram,28.486817566192475,77.09648124675496,20,1,Tuesday,0,0,Medium,Zone_08,28.49131698285217,77.13460669011083
CT001657,2026-05-05,10:43:11,20900.0,SBI,Debit Card,UPI Fraud,Amritsar,Punjab,Amritsar,31.686108445862274,74.91448628277699,10,1,Tuesday,0,0,Medium,Zone_01,31.649354255433252,74.78754666327924
CT001658,2026-07-06,01:06:40,7600.0,ICICI,UPI,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.75091327065747,77.51697873126118,1,0,Monday,0,1,Low,Zone_07,28.773855613938693,77.43871597256646
CT001659,2026-06-21,19:22:22,20300.0,PNB,UPI,Account Takeover,Panipat,Haryana,Panipat,29.41892694130599,77.0143420481799,19,6,Sunday,1,0,Medium,Zone_05,29.406719005680188,76.94722503268176
CT001660,2026-08-22,18:23:20,3700.0,Kotak Mahindra,UPI,SIM Swap,Jalandhar,Punjab,Jalandhar,31.35227683665183,75.61303571536624,18,5,Saturday,1,0,Low,Zone_02,31.394606329402507,75.51949539215396
CT001661,2026-03-18,09:27:54,8100.0,Axis,ATM,Card Fraud,Ludhiana,Punjab,Ludhiana,30.891194364142198,75.87893705645703,9,2,Wednesday,0,0,Low,Zone_03,30.886975661956946,75.73696772477443
CT001662,2026-01-06,09:12:46,12200.0,Union Bank,UPI,UPI Fraud,New Delhi,Delhi,New Delhi,28.595819545797443,77.2279618261944,9,1,Tuesday,0,0,Medium,Zone_07,28.594513984068357,77.3209583274844
CT001663,2026-04-03,21:08:47,11600.0,PNB,IMPS,UPI Fraud,Noida,Uttar Pradesh,Noida,28.567543121986926,77.42004781736144,21,4,Friday,0,0,Medium,Zone_07,28.48996677490821,77.37312187804928
CT001664,2026-06-03,13:01:59,17900.0,PNB,ATM,Investment Scam,Amritsar,Punjab,Amritsar,31.611624604045456,74.88536314925898,13,2,Wednesday,0,0,Medium,Zone_01,31.593992738529824,74.7938041551613
CT001665,2026-06-23,16:27:25,7600.0,SBI,ATM,Remote Access,Meerut,Uttar Pradesh,Meerut,29.03314614577313,77.72447447269641,16,1,Tuesday,0,0,Low,Zone_06,29.040614915984698,77.73172377317505
CT001666,2026-05-12,07:45:15,17300.0,HDFC,NEFT,SIM Swap,Ghaziabad,Uttar Pradesh,Ghaziabad,28.650436160378803,77.50105732387028,7,1,Tuesday,0,0,Medium,Zone_07,28.770508708664153,77.44306216018173
CT001667,2025-12-01,07:21:22,24400.0,PNB,Debit Card,Remote Access,Ghaziabad,Uttar Pradesh,,28.740703101298198,77.47146326566838,7,0,Monday,0,0,Medium,Zone_07,28.571502364752984,77.47958505847846
CT001668,2026-01-27,19:49:00,13800.0,Bank of Baroda,UPI,Investment Scam,Amritsar,Punjab,Amritsar,31.658289859955207,74.86022977891695,19,1,Tuesday,0,0,Medium,Zone_01,31.67094779986995,74.84203335929315
CT001669,2025-11-15,11:25:54,19300.0,HDFC,NEFT,Card Fraud,Jalandhar,Punjab,Jalandhar,31.324772446109947,75.58414744375419,11,5,Saturday,1,0,Medium,Zone_02,31.365368248365215,75.45572365564196
CT001670,2026-01-08,19:16:48,12400.0,Axis,ATM,Remote Access,Ghaziabad,Uttar Pradesh,Ghaziabad,28.6277724281573,77.40530871395349,19,3,Thursday,0,0,Medium,Zone_07,28.61180888701225,77.47292260652536
CT001671,2026-02-21,07:16:09,15900.0,ICICI,Debit Card,UPI Fraud,Chandigarh,Chandigarh,Chandigarh,30.68952028023525,76.81544342189045,7,5,Saturday,1,0,Medium,Zone_04,30.666400572898517,76.77079943583816
CT001672,2026-08-14,00:14:25,12900.0,ICICI,UPI,Loan Scam,New Delhi,Delhi,New Delhi,28.63572673398597,77.22402438882273,0,4,Friday,0,1,Medium,Zone_07,28.7091685699442,77.24871335649335
CT001673,2026-02-13,13:14:08,175300.0,HDFC,Debit Card,Phishing,Noida,Uttar Pradesh,Noida,28.586653776892764,77.41771385807954,13,4,Friday,0,0,High,Zone_07,28.59026076123997,77.40885673288733
CT001674,2026-02-23,13:18:32,17700.0,SBI,Net Banking,Remote Access,Ludhiana,Punjab,Ludhiana,30.85005826073237,75.83466473761501,13,0,Monday,0,0,Medium,Zone_03,30.827943409936243,75.82389955265258
CT001675,2026-05-19,22:56:38,7200.0,HDFC,Debit Card,Account Takeover,Noida,Uttar Pradesh,Noida,28.568540269041375,77.39296478211477,22,1,Tuesday,0,1,Low,Zone_07,28.523457890216335,77.32090453318071
CT001676,2026-09-29,01:39:36,13900.0,IndusInd,UPI,Account Takeover,Jaipur,Rajasthan,Jaipur,26.93150753888077,75.6872904802659,1,1,Tuesday,0,1,Medium,Zone_10,27.018617411089288,75.84577928638606
CT001677,2026-01-10,17:32:36,5900.0,Kotak Mahindra,NEFT,SIM Swap,New Delhi,Delhi,New Delhi,28.663769523001193,77.18176183064509,17,5,Saturday,1,0,Low,Zone_08,28.68706190541037,77.21682076618315
CT001678,2026-07-31,20:57:22,2500.0,SBI,ATM,Card Fraud,Gurugram,Haryana,Gurugram,28.48985344902341,76.98424408431653,20,4,Friday,0,0,Low,Zone_08,28.48387582220622,76.9542005629818
CT001679,2026-09-03,12:25:45,18900.0,,IMPS,Phishing,Ghaziabad,Uttar Pradesh,Ghaziabad,28.697312093209842,77.44138615120623,12,3,Thursday,0,0,Medium,Zone_07,28.59815513516031,77.34565442558939
CT001680,2026-08-01,18:36:52,42500.0,Axis,UPI,UPI Fraud,Faridabad,Haryana,Faridabad,28.42117679642221,77.29929167725746,18,5,Saturday,1,0,Medium,Zone_08,28.411628260263882,77.23747412327704
CT001681,2025-12-01,19:36:10,27200.0,HDFC,ATM,Investment Scam,Noida,Uttar Pradesh,Noida,28.551361231103556,77.42026534340845,19,0,Monday,0,0,Medium,Zone_07,28.475638677106723,77.40405738182801
CT001682,2025-12-19,11:59:49,19600.0,Kotak Mahindra,NEFT,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.662873980279826,77.44448626294785,11,4,Friday,0,0,Medium,Zone_07,28.76597685693533,77.3560721160756
CT001683,2026-07-13,20:55:37,37700.0,Axis,Debit Card,Phishing,Noida,Uttar Pradesh,Noida,28.514053790625237,77.43551519724164,20,0,Monday,0,0,Medium,Zone_07,28.43151203521668,77.3687247333285
CT001684,2026-03-01,22:22:50,12100.0,IndusInd,UPI,Investment Scam,Chandigarh,Chandigarh,Chandigarh,30.7293433836345,76.68991205784022,22,6,Sunday,1,1,Medium,Zone_04,30.82842160561579,76.91384826692102
CT001685,2026-03-22,11:40:37,2200.0,SBI,Net Banking,SIM Swap,Ludhiana,Punjab,Ludhiana,30.877204302884238,75.88474700221511,11,6,Sunday,1,0,Low,Zone_03,30.89072473692727,75.86131443557134
CT001686,2025-11-14,09:05:22,27100.0,Union Bank,UPI,Account Takeover,Patiala,Punjab,Patiala,30.32542235047649,76.4181082272369,9,4,Friday,0,0,Medium,Zone_04,30.455664972351304,76.38413342145864
CT001687,2025-11-29,21:31:45,13300.0,Kotak Mahindra,UPI,Account Takeover,Faridabad,Haryana,Faridabad,28.44285513685134,77.38714778251827,21,5,Saturday,1,0,Medium,Zone_07,28.493730321665183,77.24044530207628
CT001688,2026-02-15,01:36:47,27100.0,Bank of Baroda,UPI,Account Takeover,Faridabad,Haryana,Faridabad,28.377913318544078,77.23808027265703,1,6,Sunday,1,1,Medium,Zone_07,28.412893267028593,77.37739845640031
CT001689,2026-06-16,08:19:00,26800.0,Canara Bank,UPI,UPI Fraud,New Delhi,Delhi,New Delhi,28.61155176562971,77.13876658227906,8,1,Tuesday,0,0,Medium,Zone_07,28.586656709332534,77.24825211763148
CT001690,2026-09-30,13:18:39,18100.0,Axis,UPI,Remote Access,Panipat,Haryana,Panipat,29.342412958818024,76.97705718241663,13,2,Wednesday,0,0,Medium,Zone_05,29.408838372869976,76.92984349494712
CT001691,2025-10-29,18:45:14,20400.0,SBI,Debit Card,Identity Theft,Noida,Uttar Pradesh,Noida,28.527536636010968,77.36052416414232,18,2,Wednesday,0,0,Medium,Zone_07,28.548333440660823,77.30717214421846
CT001692,2026-05-19,22:45:07,28300.0,Axis,Net Banking,Remote Access,Meerut,Uttar Pradesh,Meerut,29.032072881186988,77.70935645417434,22,1,Tuesday,0,1,Medium,Zone_06,28.98874900813369,77.5986714387046
CT001693,2026-09-03,15:21:28,13300.0,Kotak Mahindra,UPI,Loan Scam,Patiala,Punjab,Patiala,30.342551618280254,76.39338120532138,15,3,Thursday,0,0,Medium,Zone_04,30.395956775593493,76.42070236820966
CT001694,2026-01-31,19:19:19,33300.0,IndusInd,Debit Card,Investment Scam,New Delhi,Delhi,New Delhi,28.576893539402324,77.24279767419334,19,5,Saturday,1,0,Medium,Zone_08,28.61853981083523,77.18459337521807
CT001695,2026-08-20,11:59:11,123500.0,Axis,ATM,Card Fraud,New Delhi,Delhi,New Delhi,28.60936304699757,77.24459262357055,11,3,Thursday,0,0,High,Zone_08,28.655682699066546,77.21888755324782
CT001696,2026-01-15,18:29:24,21300.0,Bank of Baroda,NEFT,Card Fraud,Faridabad,Haryana,Faridabad,28.4002939404776,77.36864813899406,18,3,Thursday,0,0,Medium,Zone_08,28.43109168840516,77.21145911822009
